1	あれはあれ	それはそれだが	これはこれ	どれがどれだか	分からないけど	あれわあれ	それわそれだが	これわこれ	どれがどれだか	わからないけど	note1h0mtu22x7t83fyylp4q5vl3q2p38z4hs53jhnnhds0dmdcjv0lmsty5fdg
1	青空で	最弱カード	引いたので	早め早めに	寝るとしますか	あおぞらで	さいじゃくかーど	ひいたので	はやめはやめに	ねるとしますか	note1z2fv2hslhpp830umnsz7r62kxahw9gu7x8jgsr85r7nep97tf9dqmf2rtm
1	iPhoneの	天気予報は	信用が	ならない故に	ググって見てる	あいふぉんの	てんきよほーわ	しんよーが	ならないゆえに	ぐぐってみてる	note13ker4g2whq2h7uupspzkvfvfl368q7ahp5hljsjn5flhs4thr6tsncgjfz
1	点検に	行ってラーメン	お買い物	揚げパン食べて	夜は寿司かな	てんけんに	いってらーめん	おかいもの	あげぱんたべて	よるわすしかな	note1sexj83jtw34g6cnfekjwjvuqvmxld4uq6sm48qu7xfvlzcd6yjlshg7q6a
1	いくらどん	ああいくらどん	いくらどん	いくらどんだよ	いくらどんだね	いくらどん	あーいくらどん	いくらどん	いくらどんだよ	いくらどんだね	note1jjqzah7xyr32hcqxgajalvejy7gj5uahggx4hvc700qn6xeqq0hsxau5aw
1	お客様	返事をよこせ	お客様	早くしないと	もちもちするぞ	おきゃくさま	へんじをよこせ	おきゃくさま	はやくしないと	もちもちするぞ	note1jql7uc7t2nm3myqwaasp6znu9lgymxu080k2rcua89xu9fr9w29s3gashd
1	カフェインを	抜いたとてすぐ	入れるなら	起きる頭痛が	無駄な気がする	かふぇいんを	ぬいたとてすぐ	いれるなら	おきるずつーが	むだなきがする	note1xuzjf7maqal0jyr98mky8a3keearp0yrrfxp2z8thjue27hyfsfstfgudg
1	オーケーの	新作アイス	買ってきた	これから食べて	レポートします	おーけーの	しんさくあいす	かってきた	これからたべて	れぽーとします	note1k5m08u27ttp0e50x0pnjmncchf5uzsw74q0fyah4j0h3yzntysvqrvat2y
1	ナンパ師の	割とよくある	セリフいち	忘れられない	夜にしてやる	なんぱしの	わりとよくある	せりふいち	わすれられない	よるにしてやる	note12l3755ap6d9cj2s73nzetxs9y75rm7538quyahl5u4sm4wz4909q4jtwdc
1	右肩に	乗ってる猫の	心音を	勝手に聴いて	切なく思う	みぎかたに	のってるねこの	しんおんを	かってにきいて	せつなくおもう	note1swfed0ehz8tdfcle6e68z4eu8mnqve0qmr52pvwjzsmtxtvrcqeqfm353g
1	しお画像	ロクヨウ画像	しお画像	ロクヨウ画像	ロクヨウ画像	しおがぞー	ろくようがぞー	しおがぞー	ろくようがぞー	ろくようがぞー	note1n8ed47ztwd952z73r402cdnsrzx0qlc2s2tukad0v5gdsfh8xzwsw04mtc
1	ケインズの	バンコール来る	んちゃうって	思ってるただ	思ってるだけ	けいんずの	ばんこーるくる	んちゃうって	おもってるただ	おもってるだけ	note15vt0qkxjwfeh09hkkv6cq8s0g2m98q36j0qw5jjlctr02r74jhyq4g8799
1	インスタは	えらいなあはげ	でぶほーけ	ーの広告を	出してこなくて	いんすたわ	えらいなーはげ	でぶほーけ	ーのこーこくを	だしてこなくて	note13q3ug0lneua6ejpj83cnha7q5865nmu8xlu3wsa2ks2v95nrg5fs9vnpsc
1	総角は	大吉あとは	ボロカスに	書かれているな	わたしの名前	あげまきわ	だいきちあとわ	ぼろかすに	かかれているな	わたしのなまえ	note1uxqhwq309g0dv2gx4rjatvzhpgr2wuj48q7a8jueckjquaq3ersqkpvmnk
1	吐瀉物が	喉に詰まらぬ	体制で	寝ている人が	いたかもしれん	としゃぶつが	のどにつまらぬ	たいせいで	ねているひとが	いたかもしれん	note1ha60fu80gwrjf5335l4e84emrdenjtr7mgr6sjmgzu2dkjtnp3cqfydvrm
1	AIに	全て任せて	人間は	壺に入って	壁を登ろう	えーあいに	すべてまかせて	にんげんわ	つぼにはいって	かべをのぼろう	note1ygn6kw9jl5uj99pnmzlgwwuuuzz59j0pxuz686pvdxmc70525x5sdj23r6
1	吐きそうの	手前くらいが	気持ちいい	なのでお酒を	追加しますよ	はきそーの	てまえくらいが	きもちいい	なのでおさけを	ついかしますよ	note1qa24aaqawrl04clkpa5akpnmm8vkmv0twn8whmc0v5s5tlk5h36sjx4wmf
1	英語って	いつ学んだの	もう無理な	んだけどなにも	はいってこない	えいごって	いつまなんだの	もーむりな	んだけどなにも	はいってこない	note15gkz6w3qx6w9kfyjx72paftzv8vmfeu68hzna5n0ykgtmwwfedwsuycwdf
1	日清の	ポックンミョンで	火を吹いた	これじゃあっちは	無理なわけやわ	にっしんの	ぽっくんみょんで	ひをふいた	これじゃあっちわ	むりなわけやわ	note1lptsxma4q5p0cr74fyqmw9cpgup8wp04xzdksg2neptd3rq0ae2syggy0s
1	まだ7時	前か飯食べ	ちったから	体内時計	少しズレたな	まだしちじ	まえかめしたべ	ちったから	たいないどけい	すこしずれたな	note1egcp9e482fnap3r2pfq6ues959934p6nxzywnmfs2f4036ae3jfqa6dh30
1	ウエルシア	24時間	やってるし	帰る途中に	ウエルシア寄る	うえるしあ	にじゅうよじかん	やってるし	かえるとちゅーに	うえるしあよる	note1cemkephj7yse2gcfqcv5pmwetr5hdm6ugact4cgkdnvwgn02raashnlsn8
1	おみくじを	引くだけ引いて	開けてない	ことに今更	気付いたんだが	おみくじを	ひくだけひいて	あけてない	ことにいまさら	きずいたんだが	note1gcn9tfzcrt5yh6xd8ausrx9fyeg6jpctcujd9uq2jnvpdhdrtcwsn5egpy
1	うりうりが	うりうりにきて	うりのこり	うりうりかえる	うりうりのこえ	うりうりが	うりうりにきて	うりのこり	うりうりかえる	うりうりのこえ	note1p2xemukn86qcxfkj973qaw3lx2qfrg34p88us405jf4hnqf6lchqyp4n68
1	まぁいいや	少し寝ますわ	あとあした	ふとんでねます	おやすみなさい	まーいいや	すこしねますわ	あとあした	ふとんでねます	おやすみなさい	note1dpvda5v8tzme7887frcam8c5ga5v2fjvpq6xeq5mmlfch6af58mqp4sl9f
1	日焼け止め	塗るのはいいが	落とすのが	億劫すぎて	気が進まない	ひやけどめ	ぬるのはいーが	おとすのが	おっくーすぎて	きがすすまない	note17nn5mlmwkxj45fnut6epfekde7cx7gwvceu59jdqgszfqznjpqcqx0asw7
1	暑いけど	買い物行って	アイスなど	ストックしとく	必要がある	あついけど	かいものいって	あいすなど	すとっくしとく	ひつよーがある	note1z8a2k62mplfe980cdc4azd4hyqmd00exvr9jhsqv33t4e2caus5s3kdmr8
1	のすはいく	はいれないとお	おもったら	ゆーあるえるが	かわってたのか	のすわいく	はいれないとー	おもったら	ゆーあるえるが	かわってたのか	note1m4wyja53346uhgxxkqyaewmx2krstknpl0lyelwpnl2mw5g3887sctfsds
1	楽しみな	予定があると	人生が	楽しくなって	いい感じです	たのしみな	よていがあると	じんせいが	たのしくなって	いいかんじです	note19g85zm842jangsxugydehymaf6mrpyh988nkdsfxn40ee57j095qrpvk04
1	耳ふさぐ	イヤホンは耳	ふさぐから	良いよなぜなら	耳ふさぐから	みみふさぐ	いやほんわみみ	ふさぐから	よいよなぜなら	みみふさぐから	note1umqd5qc69350k2kvrfvg3dnurwd6stzzwtlmxhe32melnlxze08q2q2vq2
1	おばちゃんが	子どもの頃は	日本の	ペアなんてなー	いやーすごいな	おばちゃんが	こどものころわ	にっぽんの	ぺあなんてなー	いやーすごいな	note1h39qzdkrxrlv3wregaemtgh48f3fymkkx5tu33k3ycpk4t03cweq5nft82
1	眠過ぎて	寝落ちる自信	ありまくり	寝たら起こして	追い出さないで	ねむすぎて	ねおちるじしん	ありまくり	ねたらおこして	おいださないで	note18xqklnuhypq7vemc9p0cv4cu47tnvhlarqtx04a4rhxchfmlghuqkjnk4n
1	まだvimに	触れる以前の	アレじゃから	もっと余裕が	出たらワンチャン	まだゔぃむに	ふれるいぜんの	あれじゃから	もっとよゆーが	でたらわんちゃん	note1pkrydzp3eufn3j4f5zk3tjk7u0dph98t7rfst6qltfufc8dcnfdqvwt54s
1	皮膚炎の	薬止めたら	てきめんに	起床直後に	蕁麻疹でる	ひふえんの	くすりとめたら	てきめんに	きしょーちょくごに	じんましんでる	note143ugmqc5jwfc4qcgs0qllee6z5gc63dmc48lxdhz2f3xq36dhkqq22wnqz
1	ひさかたの	光のどけき	春の日に	しづこころなく	腹の減るラム	ひさかたの	ひかりのどけき	はるのひに	しずこころなく	はらのへるらむ	note1773uc0nz8axky80ma0d8ld06umxtk8hu6welz4vpqec6p0mmamdsr9rzxp
1	雨だけど	ひと駅歩き	スーパーへ	やや肌寒く	かんのもどりり	あめだけど	ひとえきあるき	すーぱーえ	ややはだざむく	かんのもどりり	note14r049awj7ermp65y94dmzngz4gu06uhtvv6jgujgn5g8vdmrksusq2qgq4
1	字余りで	判定すると	思ったら	そんな甘さは	通用せんか	じあまりで	はんていすると	おもったら	そんなあまさわ	つーよーせんか	note158n0y29rfwylfd4k7xlg2apfpeys3zjcp227gyck854ezqn83w3s0vwumm
1	短歌だと	みやびになるか	わからんが	結局気品	でないとだめか	たんかだと	みやびになるか	わからんが	けっきょくきひん	でないとだめか	note13uujp7xvc4vzrz47eqpg3qkazywwpz80tfjqwhrscm6apc4vw26sgkd875
1	黒鉛を	黒船に読み	間違えて	あわや開国	しそうになった	こくえんを	くろふねによみ	まちがえて	あわやかいこく	しそーになった	note1r5ye3lhyck5emqmwfae7eat4psda689m6n3xq57e2709ycsr8xysk8gwd9
1	目の前で	閉まる扉に	憤慨し	見送る列車	帰り遅れる	めのまえで	しまるとびらに	ふんがいし	みおくるれっしゃ	かえりおくれる	note132kdf7rq0sardz5tuf5za28jq8rjf9ujkhmctcdqu2aprhmk9tuqzve4fj
1	こないだの	取締役	云々の	話の時に	いろいろ知った	こないだの	とりしまりやく	うんぬんの	はなしのときに	いろいろしった	note1xulcz3g8ul6j3tyy4e4gdykgrenxxqcuk4f8k568q2qgs7zm0h0qgmnhw5
1	向日葵の	国は途中で	やめちゃった	ヨスガノソラは	もちろんやった	ひまわりの	くにわとちゅーで	やめちゃった	よすがのそらわ	もちろんやった	note18y5axvpf47pp2we78geuw6dk3f3jwlm2kw6ycf479asn0t5k3lgskdql94
1	ライブみて	つぎのチラシを	もらうけど	家帰ったら	秒で捨ててた	らいぶみて	つぎのちらしを	もらうけど	いえかえったら	びょーですててた	note1c7srevvhlg4469nuhej8qsakfqvekecaln8ud3yqdtc5wv9yckssegxcgd
1	納豆に	カラシ入れたら	多かった	かなりツーンと	キてて悶絶	なっとーに	からしいれたら	おーかった	かなりつーんと	きててもんぜつ	note1yw6wf6eeupvwrqa4jz3dl9uxkp3n5jx82zvhsvh5yuy3wehwnqtsztnyyw
1	花が枯れ	山がひび割れ	空が消え	大地が割れて	雨はただ降る	はながかれ	やまがひびわれ	そらがきえ	だいちがわれて	あめわただふる	note1dnukv6yjz2dzqmfcd5mtzx2ja08ygej33efg3nxn6s2hgqrhhd5se0urtw
1	馬鹿男	ついてけなくて	分かれても	電子レンジが	温めなおす	ばかおとこ	ついてけなくて	わかれても	でんしれんじが	あたためなおす	note1ee9c2ekvdslnra7dcfh0mdudgnphhqwlzmy6rs4f2c66rssd243qu4qw0l
1	あの駄菓子	十一円で	復活だ	それでいいのか	ごえんがあるよ	あのだがし	じゅーいちえんで	ふっかつだ	それでいいのか	ごえんがあるよ	note19lfzd009dcmde44wuwcny29ay5xklk559qw6fnuax6du6cvv70zsnlx73y
1	墨田区は	桜ほとんど	散っていて	仕方ないので	ちょっくら遠出	すみだくわ	さくらほとんど	ちっていて	しかたないので	ちょっくらとーで	note1slzwursru9mwqh6s9yxqzpfsn04n8qyv6334z56w6qg3fg698rzs9gwgaf
1	色々と	ダブル墓穴を	繰り返し	戦ったけど	焼き土下座だよ	いろいろと	だぶるぼけつを	くりかえし	たたかったけど	やきどげざだよ	note105l3e7xup5yvmnup2gsqa2ac40j0fva7nwft7r38qsxe4rzraraqzax6mp
1	お布団に	入ってからが	長いので	眠れる薬	飲んでから寝ろ	おふとんに	はいってからが	ながいので	ねむれるくすり	のんでからねろ	note1xqvapm9knsr0pa6qwrfjzypr0ue3smsgeearm6swm7ulnrc70des3uk00l
1	俺の腹	脂肪がポンと	のってるが	ダイエットでも	するとしようか	おれのはら	しぼーがぽんと	のってるが	だいえっとでも	するとしようか	note1lhu0hpdnk9fa48ke6cqacraak20ckzu6acm9dcdhwnx3tvftzrtqw7e446
1	風に揺れ	噛む時期過ぎた	ちがやの穂	甘い記憶も	ゆらゆらゆらり	かぜにゆれ	かむじきすぎた	ちがやのほ	あまいきおくも	ゆらゆらゆらり	note14r06wjgyc8zajad6ut5k0cm3rhasjq95dysykk83g5f6lkmnmvcs6s0gyq
1	スーパーの	袋に穴が	空いていて	廊下にタレの	線が伸びてる	すーぱーの	ふくろにあなが	あいていて	ろーかにたれの	せんがのびてる	note1npa5frmq4k4sjguwmjzx8lth69yy38ggcwng3ue90tw23xslyfzqfpk09l
1	ものさんの	ピン留め欄に	アルパカの	腹筋あるの	草なんだよな	ものさんの	ぴんとめらんに	あるぱかの	ふっきんあるの	くさなんだよな	note140t96njjjc0ar43g3jkccd3hn8j905h2puuw3ypesank2q0qhxusutzpzl
1	VR	C職安を	VR	C公安に	空目したかも	ゔぃーあーる	しーしょくあんを	ゔぃーあーる	しーこーあんに	そらめしたかも	note1kkmk20grxcredzgd74lmsrjd3lrt5jh4mxq5xr69l0ghj76dsu4sj494h9
1	ときめきは	からだのどこで	おこるのか	やっぱりのうか	それともしりか	ときめきわ	からだのどこで	おこるのか	やっぱりのーか	それともしりか	note18ekgf3x2akvqf2mhnds7xpzpyuc0pvsq3krn7k6jzz0perl5m8dquehyu5
1	窓開けて	寝てたら風が	強すぎて	色んなものが	床に落ちてる	まどあけて	ねてたらかぜが	つよすぎて	いろんなものが	ゆかにおちてる	note1t46uyp5ey7lvwv47qlck0ck6zgsgn8rlhy4mj6z5gf0jhk7hn7ksxywree
1	よみあいが	らんりつしてて	ばりだるい	くうきをよまず	せんじんをきる	よみあいが	らんりつしてて	ばりだるい	くーきをよまず	せんじんをきる	note1vyv0yammpcxtu4g2erqx4zuezacdnplgmyh3fejsxkv5urfu4hpsydaw7l
1	ポテサラは	ポテトとマヨで	作れるよ	だけど作るの	面倒だよね	ぽてさらわ	ぽてととまよで	つくれるよ	だけどつくるの	めんどーだよね	note19ah9pg70xwgp4zq3yvd39es33tsf0x8xny8mexqxayh26u62e4qsq6kkup
1	後輩に	裏アカ女子が	バレまして	前に書いてた	気づいてしもた	こーはいに	うらあかじょしが	ばれまして	まえにかいてた	きずいてしもた	note1rpdx9c6d3v9m64kryn7grp84s4s7wdgdpddvhzqm4n8ngtex8crs3t8hzm
1	為せば成る	成さねばならぬ	何事も	そうイタリアン	ソーセージすら	なせばなる	なさねばならぬ	なにごとも	そーいたりあん	そーせーじすら	note1hr9ns0qdu4e4n2ez2ca7nzds07u2ywf9568djk0mxpcfarhq4nkq2ngvr0
1	お茶碗に	ご飯入れすぎ	食べきれん	なので僕はね	歌うしかない	おちゃわんに	ごはんいれすぎ	たべきれん	なのでぼくはね	うたうしかない	note1fxf0qz3r8jkd8lf0w6lepp95sj2wv9ur7uj2e9mhlwkwfq7w3p0sj3ktme
